#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -58.0351  -58.0351  -34.5543  -34.5543  -34.2074  -34.2074  -34.1918  -34.1918  -17.0344  -17.0344  -17.0257  -17.0257   -4.7322   -4.7322   -3.9613   -3.9613   -3.8906   -3.8906   -3.0232   -3.0232   -2.5306   -2.5306   -1.6306   -1.6306    3.5951    3.5951    3.9339    3.9339
  0.0510  -58.0351  -58.0351  -34.5545  -34.5543  -34.2074  -34.2071  -34.1918  -34.1918  -17.0833  -17.0350  -17.0249  -16.9763   -4.7404   -4.7275   -4.0828   -3.9685   -3.9082   -3.7526   -3.0235   -3.0212   -2.5233   -2.5065   -1.6414   -1.6299    3.3039    3.3480    3.5953    3.5961
  0.1020  -58.0351  -58.0351  -34.5552  -34.5544  -34.2074  -34.2063  -34.1918  -34.1917  -17.1343  -17.0370  -17.0224  -16.9238   -4.7667   -4.7138   -4.2105   -3.9897   -3.9570   -3.5743   -3.0241   -3.0153   -2.5018   -2.4384   -1.6729   -1.6277    3.2159    3.4932    3.5963    3.6003
  0.1530  -58.0352  -58.0352  -34.5564  -34.5545  -34.2075  -34.2052  -34.1919  -34.1916  -17.1823  -17.0403  -17.0184  -16.8736   -4.8137   -4.6918   -4.3098   -4.0286   -4.0234   -3.3904   -3.0248   -3.0063   -2.4670   -2.3357   -1.7224   -1.6241    3.1054    3.2994    3.5968    3.6037
  0.2040  -58.0352  -58.0352  -34.5578  -34.5547  -34.2076  -34.2037  -34.1919  -34.1914  -17.2258  -17.0448  -17.0129  -16.8271   -4.8803   -4.6623   -4.3782   -4.1137   -4.0667   -3.2086   -3.0251   -2.9953   -2.4197   -2.2083   -1.7844   -1.6190    2.9875    3.2776    3.5985    3.6100
  0.2551  -58.0352  -58.0352  -34.5592  -34.5548  -34.2077  -34.2021  -34.1920  -34.1913  -17.2639  -17.0503  -17.0060  -16.7856   -4.9592   -4.6276   -4.4212   -4.2051   -4.1161   -3.0396   -3.0250   -2.9833   -2.3609   -2.0650   -1.8494   -1.6123    2.8680    3.2596    3.6007    3.6156
  0.3061  -58.0352  -58.0352  -34.5607  -34.5550  -34.2078  -34.2007  -34.1921  -34.1912  -17.2956  -17.0567  -16.9981  -16.7503   -5.0405   -4.5917   -4.4473   -4.2978   -4.1659   -3.0242   -2.9714   -2.9002   -2.2924   -1.9131   -1.9007   -1.6040    2.7530    3.2300    3.6037    3.6218
  0.3571  -58.0352  -58.0352  -34.5619  -34.5551  -34.2080  -34.1994  -34.1922  -34.1911  -17.3201  -17.0638  -16.9892  -16.7222   -5.1166   -4.5622   -4.4639   -4.3884   -4.2074   -3.0227   -2.9605   -2.8156   -2.2156   -1.9131   -1.7583   -1.5939    2.6481    3.6077    3.6191    3.6403
  0.4081  -58.0352  -58.0352  -34.5627  -34.5552  -34.2082  -34.1986  -34.1923  -34.1911  -17.3370  -17.0714  -16.9797  -16.7022   -5.1823   -4.5513   -4.4757   -4.4748   -4.2268   -3.0205   -2.9514   -2.8062   -2.1323   -1.8657   -1.6063   -1.5819    2.5570    3.1709    3.5744    3.6129
  0.4591  -58.0353  -58.0353  -34.5632  -34.5552  -34.2083  -34.1982  -34.1925  -34.1911  -17.3458  -17.0793  -16.9697  -16.6906   -5.2349   -4.5692   -4.5555   -4.4861   -4.2136   -3.0177   -2.9446   -2.8654   -2.0445   -1.7644   -1.5687   -1.4608    2.4853    3.5298    3.6187    3.6446
  0.5101  -58.0353  -58.0353  -34.5631  -34.5551  -34.2085  -34.1984  -34.1926  -34.1912  -17.3465  -17.0873  -16.9596  -16.6879   -5.2725   -4.6297   -4.6106   -4.4974   -4.1720   -3.0145   -2.9677   -2.9405   -1.9544   -1.6337   -1.5535   -1.3273    2.4363    3.1072    3.4962    3.6291
  0.5611  -58.0353  -58.0353  -34.5626  -34.5550  -34.2087  -34.1991  -34.1927  -34.1914  -17.3391  -17.0952  -16.9497  -16.6939   -5.2944   -4.6966   -4.6636   -4.5119   -4.1143   -3.0910   -3.0109   -2.9395   -1.8640   -1.5368   -1.4942   -1.2093    2.4137    3.0883    3.5711    3.6436
  0.6121  -58.0353  -58.0352  -34.5616  -34.5548  -34.2088  -34.2002  -34.1928  -34.1917  -17.3240  -17.1027  -16.9402  -16.7082   -5.2998   -4.7559   -4.7194   -4.5320   -4.0491   -3.2206   -3.0071   -2.9415   -1.7761   -1.5189   -1.3586   -1.1096    2.4195    3.0563    3.5242    3.6459
  0.6631  -58.0352  -58.0352  -34.5603  -34.5546  -34.2090  -34.2017  -34.1929  -34.1920  -17.3018  -17.1097  -16.9313  -16.7302   -5.2891   -4.8075   -4.7732   -4.5600   -3.9821   -3.3467   -3.0035   -2.9466   -1.6931   -1.5004   -1.2342   -1.0297    2.4542    3.0218    3.4715    3.6476
  0.7142  -58.0353  -58.0353  -34.5588  -34.5544  -34.2091  -34.2035  -34.1930  -34.1923  -17.2735  -17.1159  -16.9234  -16.7589   -5.2630   -4.8512   -4.8220   -4.5983   -3.9174   -3.4616   -3.0000   -2.9544   -1.6177   -1.4819   -1.1254   -0.9694    2.5185    3.4505    3.6515    3.6563
  0.7652  -58.0353  -58.0353  -34.5572  -34.5541  -34.2092  -34.2053  -34.1931  -34.1926  -17.2405  -17.1212  -16.9165  -16.7925   -5.2220   -4.8870   -4.8638   -4.6484   -3.8581   -3.5596   -2.9971   -2.9638   -1.5519   -1.4642   -1.0346   -0.9268    2.6016    2.9781    3.4680    3.6582
  0.8162  -58.0353  -58.0353  -34.5557  -34.5539  -34.2093  -34.2069  -34.1932  -34.1929  -17.2048  -17.1255  -16.9111  -16.8289   -5.1677   -4.9147   -4.8976   -4.7109   -3.8074   -3.6370   -2.9945   -2.9737   -1.4982   -1.4487   -0.9634   -0.8991    2.7035    2.9735    3.6142    3.6624
  0.8672  -58.0353  -58.0353  -34.5546  -34.5537  -34.2094  -34.2083  -34.1932  -34.1931  -17.1700  -17.1287  -16.9070  -16.8643   -5.1019   -4.9345   -4.9222   -4.7838   -3.7684   -3.6920   -2.9927   -2.9826   -1.4582   -1.4364   -0.9124   -0.8826    2.8124    3.4831    3.6653    3.6673
  0.9182  -58.0354  -58.0354  -34.5538  -34.5536  -34.2094  -34.2091  -34.1933  -34.1932  -17.1424  -17.1306  -16.9046  -16.8924   -5.0271   -4.9464   -4.9374   -4.8638   -3.7437   -3.7246   -2.9915   -2.9889   -1.4339   -1.4284   -0.8819   -0.8742    2.9089    2.9444    3.4919    3.6640
  0.9692  -58.0354  -58.0354  -34.5535  -34.5535  -34.2095  -34.2095  -34.1933  -34.1933  -17.1312  -17.1312  -16.9037  -16.9037   -4.9503   -4.9503   -4.9426   -4.9426   -3.7353   -3.7353   -2.9911   -2.9911   -1.4257   -1.4257   -0.8717   -0.8717    3.4943    3.4943    3.6678    3.6678
  0.9692  -58.0354  -58.0354  -34.5535  -34.5535  -34.2095  -34.2095  -34.1933  -34.1933  -17.1312  -17.1312  -16.9037  -16.9037   -4.9503   -4.9503   -4.9426   -4.9426   -3.7353   -3.7353   -2.9911   -2.9911   -1.4257   -1.4257   -0.8717   -0.8717    2.9419    2.9419    3.4943    3.4946
  1.0252  -58.0357  -58.0357  -34.5507  -34.5507  -34.2123  -34.2123  -34.1914  -34.1914  -17.1284  -17.1284  -16.9101  -16.9101   -4.9524   -4.9524   -4.9396   -4.9396   -3.7337   -3.7337   -2.9777   -2.9777   -1.4329   -1.4329   -0.8801   -0.8801    2.9518    2.9535    3.5267    3.6262
  1.0812  -58.0364  -58.0364  -34.5423  -34.5423  -34.2186  -34.2186  -34.1877  -34.1877  -17.1199  -17.1199  -16.9289  -16.9289   -4.9578   -4.9578   -4.9318   -4.9318   -3.7273   -3.7273   -2.9384   -2.9384   -1.4539   -1.4539   -0.9055   -0.9055    2.9808    2.9857    3.5411    3.6161
  1.1372  -58.0377  -58.0377  -34.5286  -34.5286  -34.2266  -34.2266  -34.1840  -34.1840  -17.1061  -17.1061  -16.9597  -16.9597   -4.9649   -4.9649   -4.9242   -4.9242   -3.7115   -3.7115   -2.8753   -2.8753   -1.4878   -1.4878   -0.9479   -0.9479    3.0292    3.0292    3.5751    3.5751
